years hunting,years hunted last 5,antlered harvest,antlerless harvest,land,land fee,trail cameras,hunt other states,which other state,archery bear,I hunt with the goal of harvesting an antlered deer only.,I do not care if I harvest an antlered or antlerless deer  as long as I get a deer.,archery hunt,archery wmu,archery days,archery antlered harvest,archery antlerless harvest,archery land,archery weapon,archery hunting camp,archery portable treestand,archery permanent treestand,archery urine lure,archery live in wmu,archery miles travelled,hunt opening day,firearm wmu,firearm antlered harvest,firearm antlerless harvest,days scouting,firearm land,Muzzleloader days,archery flintlock days,1st monday,1st tuesday,1st wednesday,1st thursday,1st friday,1st saturday,2nd monday,2nd tuesday,2nd wednesday,2nd thursday,2nd friday,2nd saturday,firearm hunting camp,firearm portable treestand,firearm permanent treestand,firearm urine lure,deer drive,firearm live in wmu,firearm miles travelled,age began,education,current home,start home,mentor,health,archery num,Base Hunting License,Resident Archery,Resident Muzzleloader,Non-resident Archery,Non-resident Muzzleloader,No. Antls Licenses - Resident,No. Antls Licenses - Resident Landowner,No. Antls Licenses for Special Regulations - Resident,No. Antls Licenses - Resident Military,No. Antls Licenses - Resident Disabled Vet,Priv 605,Priv 606,No. Antls Licenses - Non-resident,No. Antls Licenses - Non-resident Landowner,No. DMAP Permits - Resident,No. DMAP Permits - Non-resident,No. DMAP Permit - Resident,No. DMAP Permit - Non-resident
35,5,No,0,public,No,0,Yes,ME NJ OH,No,Strongly Disagree,Strongly Agree,Yes,4B,6-10 days,No,0,public,vertical bow.,Yes,Yes,Yes,Yes,No,300,Yes,4B,No,3,,,0,5,Monday,Tuesday,,Thursday,Friday,,,,,,,,Yes,Yes,Yes,Yes,No,No,300,12,College graduate,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Non-Resident Adult,,,Yes,,,,,,,,,,,,,,
10,5,No,1,private,No,6,No,,Yes,Neither Agree nor Disagree,Agree,Yes,4B,6-10 days,No,0,private,vertical bow.,No,Yes,Yes,Yes,Yes,0,Yes,4B,No,1,10,private,0,3,Monday,,,,,Saturday,,,,,Friday,Saturday,No,Yes,Yes,Yes,No,Yes,0,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
47,5,No,1,private,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,Yes,4B,No,1,0,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,No,No,Yes,1,16,High school or less,Country/rural,City,Other adult,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,1,,,,,,,,,,,,
16,5,No,0,both,No,1,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,4B,No,0,2,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,Tuesday,,,,Saturday,No,Yes,No,No,No,Yes,0,15,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
35,5,No,0,both,No,1,No,,Yes,Strongly Agree,Strongly Disagree,Yes,4B,11-15 days,No,0,private,crossbow,No,Yes,,No,Yes,15,Yes,4B,No,0,2,public,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,20,15,High school or less,Rural town/village,Rural town/village,Friend,Excellent (no health problems or injuries),13,Resident Adult,Yes,,,,,,,,,,,,,,,,
6,5,Yes,0,private,No,1,No,,Yes,Agree,Neither Agree nor Disagree,Yes,4B,11-15 days,No,0,private,crossbow,No,No,Yes,Yes,Yes,0,Yes,4B,Yes,0,0,private,0,5,Monday,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,0,10,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Junior,,,,,1,,,,,,,,,,,,
35,5,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Agree,Yes,4B,3-5 days,No,0,public,crossbow,No,Yes,No,No,Yes,10,Yes,4B,No,0,2,public,2,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,10,25,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
40,5,No,0,both,No,0,No,,No,Strongly Agree,Neither Agree nor Disagree,Yes,5B,6-10 days,No,0,private,crossbow,No,No,Yes,No,Yes,10,Yes,4B,No,0,5,both,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,Yes,Yes,No,No,No,25,12,High school or less,Suburban,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,2,,,,,,,,,,,,
41,5,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Strongly Disagree,Yes,5B,6-10 days,No,0,public,crossbow,No,Yes,No,No,Yes,3,Yes,4B,No,0,2,public,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,Yes,No,No,No,No,158,12,College graduate,Country/rural,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
42,5,No,0,both,No,1,No,,No,Agree,Agree,Yes,4B,More than 15 days,No,0,both,crossbow,No,No,Yes,Yes,Yes,0,Yes,4B,No,0,20,both,5,5,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,Yes,Yes,No,Yes,0,10,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),20,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
32,5,No,2,private,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,No,4B,,1,0,private,0,0,,,,,,Saturday,,,,,,,No,No,Yes,No,No,No,30,13,College graduate,Rural town/village,County/rural,Relative,Good (minor health problems or injuries),,Resident Adult,,,,,2,,,,,,,,,,,,
51,5,Yes,0,private,No,4,No,,No,Strongly Agree,Agree,No,,,,,,,,,,,,,Yes,4B,Yes,1,20,private,2,2,Monday,,Wednesday,,,Saturday,,,,Thursday,Friday,Saturday,Yes,No,Yes,No,No,No,80,16,College graduate,Country/rural,City,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,Yes,,,1,,,,,,,,,,,,
27,5,No,0,private,No,0,No,,No,Strongly Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,2,private,0,0,Monday,Tuesday,,,,,,,,,,Saturday,Yes,Yes,No,Yes,No,No,50,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
40,5,No,0,both,No,1,No,,No,Neither Agree nor Disagree,Strongly Agree,Yes,4B,11-15 days,No,0,both,crossbow,No,Yes,Yes,No,Yes,20,Yes,4B,No,0,5,public,1,0,Monday,,,,Friday,Saturday,,,,,Friday,Saturday,No,No,No,No,No,Yes,20,12,Some college/vocational training,Suburban,County/rural,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
40,5,No,0,both,No,2,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,4B,No,0,0,private,0,0,Monday,,,Thursday,Friday,Saturday,,,Wednesday,Thursday,,Saturday,No,No,No,No,No,Yes,2,14,High school or less,Country/rural,Suburban,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
4,4,No,0,private,Yes,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,4B,No,1,2,private,1,2,Monday,,,,,Saturday,,,,,,Saturday,Yes,No,No,No,No,No,37,13,High school or less,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,,,,,,,,,,,,,
15,5,No,0,public,No,0,No,,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,0,public,0,0,Monday,,,,Friday,Saturday,,,Wednesday,,,Saturday,No,No,No,No,No,No,30,12,Some college/vocational training,Suburban,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
48,5,No,0,public,No,0,No,,No,Disagree,Disagree,Yes,4B,3-5 days,No,0,public,vertical bow.,No,Yes,No,No,No,60,Yes,4B,No,0,6,public,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,Yes,No,No,No,No,60,12,Some college/vocational training,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
43,5,No,0,public,No,2,No,,No,Strongly Agree,Neither Agree nor Disagree,Yes,4B,1-2 days,No,0,public,both,Yes,Yes,No,No,No,80,Yes,4B,No,0,3,public,0,0,Monday,Tuesday,,,,,,,,,,,Yes,No,No,No,No,No,80,17,Some college/vocational training,Rural town/village,County/rural,Friend,Good (minor health problems or injuries),2,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
50,5,No,0,private,No,2,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4B,No,0,2,private,0,0,Monday,Tuesday,,,,Saturday,,,,,,,No,Yes,No,No,No,Yes,7,13,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,Yes,,,,,,,,,,,,,,,
45,5,No,0,private,No,0,No,,No,Strongly Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,4,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,Yes,Yes,No,Yes,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
8,5,No,0,private,No,0,No,,No,Disagree,Agree,Yes,4B,3-5 days,No,0,private,crossbow,No,No,Yes,No,Yes,0,Yes,4B,No,0,5,private,0,3,,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,Yes,Yes,0,12,Some college/vocational training,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),4,Resident Adult,,,,,1,,,,,,,,,,,,
3,3,No,0,private,No,0,No,,No,Agree,Strongly Agree,No,,,,,,,,,,,,,Yes,4B,Yes,0,0,private,0,0,Monday,Tuesday,,,,,Monday,,,,,,No,Yes,No,No,No,Yes,5,12,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Resident Junior,,,,,,,,,,,,,,,,,
4,4,No,1,private,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4B,No,1,1,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,10,13,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
35,5,No,0,private,No,2,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,4B,6-10 days,No,0,private,vertical bow.,No,Yes,Yes,No,No,25,Yes,4B,No,0,3,private,0,1,Monday,,,,,Saturday,,,,,,Saturday,No,Yes,Yes,No,No,No,25,12,College graduate,Suburban,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
42,5,No,0,private,Yes,1,No,,No,Agree,Neither Agree nor Disagree,Yes,4B,1-2 days,No,,private,crossbow,No,Yes,No,No,No,22,Yes,4B,No,,6,private,2,2,Monday,Tuesday,,,,Saturday,,,,,Friday,Saturday,No,Yes,No,No,Yes,No,22,14,Some college/vocational training,Rural town/village,County/rural,Relative,Good (minor health problems or injuries),2,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
5,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,4B,1-2 days,No,0,private,vertical bow.,No,No,Yes,No,No,10,No,4B,No,0,0,private,0,0,,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,No,No,10,12,High school or less,Country/rural,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),2,Resident Junior,,,,,1,,,,,,,,,,,,
40,5,No,0,private,No,1,Yes,WV,No,Strongly Disagree,Strongly Disagree,Yes,4B,11-15 days,No,0,private,crossbow,No,No,Yes,No,Yes,1,Yes,4B,No,0,0,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,Yes,No,No,Yes,1,17,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),13,Resident Adult,Yes,,,,1,,,,,,,,,,,,
35,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,30,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,Wednesday,,,Saturday,Yes,Yes,No,No,No,No,30,12,High school or less,Suburban,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
41,5,Yes,0,private,No,1,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4B,Yes,0,5,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,Yes,No,Yes,No,No,62,12,College graduate,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
3,3,No,1,both,No,3,No,,No,Disagree,Strongly Agree,Yes,4B,3-5 days,No,0,both,crossbow,No,No,No,Yes,Yes,6,Yes,4B,No,1,3,both,0,3,Monday,,,Thursday,Friday,Saturday,Monday,,,,Friday,Saturday,No,No,No,Yes,No,Yes,6,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Junior,,,,,1,,,,,,,,,,,,
4,4,No,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,No,4B,No,0,0,private,0,0,,,,,Friday,Saturday,,,,,,,No,No,Yes,No,No,No,15,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
5,5,No,0,both,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4B,No,0,4,both,0,0,,,Wednesday,,Friday,Saturday,,,,,,Saturday,No,Yes,Yes,Yes,Yes,Yes,5,13,High school or less,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,,,,,,,,,,,,,
40,5,Yes,0,private,No,0,No,,No,Agree,Disagree,Yes,4B,11-15 days,No,0,private,vertical bow.,No,Yes,Yes,No,No,34,Yes,4B,Yes,0,1,private,0,0,Monday,,,,,,,,,,,Saturday,No,Yes,No,No,No,No,34,12,Some college/vocational training,Suburban,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,,,,2,,,,,,,,,,,,
35,5,No,0,both,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4B,No,0,3,both,0,0,Monday,,,,,Saturday,,,,Thursday,Friday,Saturday,Yes,No,No,No,No,No,40,16,College graduate,Suburban,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,2,,,,,,,,,,,,
20,4,No,0,public,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,No,4B,No,0,4,public,0,0,,,,,,Saturday,Monday,Tuesday,Wednesday,,,,No,Yes,No,No,No,No,55,15,College graduate,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
23,5,No,0,public,No,2,No,,No,Agree,Agree,Yes,4B,11-15 days,No,0,public,vertical bow.,Yes,Yes,Yes,Yes,No,90,No,4B,No,0,1,public,0,2,,,,,,,,,,,,Saturday,Yes,No,No,No,No,No,90,13,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,1,
17,5,No,0,public,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4B,No,0,2,public,0,0,Monday,,,,Friday,Saturday,,,,,,Saturday,Yes,No,No,No,No,,50,12,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,2,,,,,,,,,,,,
35,5,No,3,both,No,1,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,Yes,4B,No,1,0,both,1,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,,Thursday,Friday,Saturday,No,No,Yes,No,Yes,Yes,1,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,Yes,Yes,,,3,,,,,,,,,,,,
7,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,4B,No,2,0,private,,,Monday,,,,,Saturday,,,,,,Saturday,No,No,Yes,Yes,No,Yes,2,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
35,5,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,2,public,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,,,,Yes,Yes,Yes,No,No,No,80,12,Some college/vocational training,Country/rural,County/rural,Other adult,Excellent (no health problems or injuries),,Resident Adult,,Yes,,,1,,,,,,,,,,,,
37,5,No,0,private,Yes,1,No,,No,Strongly Agree,Strongly Disagree,Yes,4B,3-5 days,No,0,private,crossbow,No,No,No,Yes,Yes,2,Yes,4B,No,0,15,private,2,3,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,Yes,Yes,Yes,2,12,Some college/vocational training,Country/rural,County/rural,No one,Good (minor health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
48,5,No,0,private,No,0,Yes,MD,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,4B,No,0,6,private,0,0,,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,,,,,Yes,No,Yes,No,No,No,120,17,College graduate,Rural town/village,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Non-Resident Adult,,,,,,,,,,,,,,,,,
26,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,15,both,0,0,Monday,Tuesday,Wednesday,,Friday,Saturday,Monday,,,Thursday,Friday,Saturday,Yes,No,Yes,No,No,Yes,12,12,College graduate,Rural town/village,Rural town/village,Relative,Excellent (no health problems or injuries),,Resident Adult,,Yes,,,2,,,,,,,,,,,,
40,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,Yes,10,1,both,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,,,Saturday,Yes,No,Yes,No,No,No,100,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
15,5,Yes,0,private,No,0,No,,No,Agree,Strongly Agree,No,,,,,,,,,,,,,Yes,4B,Yes,0,1,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,Saturday,No,No,Yes,No,No,Yes,2,14,College graduate,Country/rural,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
28,5,No,1,private,No,2,No,,No,Disagree,Strongly Agree,Yes,4B,6-10 days,No,0,private,crossbow,Yes,No,Yes,No,No,110,Yes,4B,No,1,30,private,0,8,Monday,Tuesday,Wednesday,,,Saturday,,,,,Friday,Saturday,Yes,No,Yes,No,No,No,110,29,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,2,,,,,,,,,,,,
2,2,No,1,both,No,0,No,,No,Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,1,0,private,0,0,Monday,,,,,Saturday,Monday,,,,,Saturday,No,No,Yes,No,Yes,Yes,15,13,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
30,5,No,0,private,No,1,No,,No,Disagree,Agree,Yes,4B,More than 15 days,No,0,private,vertical bow.,No,No,Yes,No,Yes,10,Yes,4B,No,0,10,private,2,3,,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,No,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),20,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
50,5,Yes,0,private,Yes,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,4B,Yes,0,0,private,0,0,Monday,Tuesday,,,Friday,Saturday,,,,,Friday,Saturday,No,No,Yes,No,No,No,20,16,High school or less,Country/rural,County/rural,Friend,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
4,4,No,0,both,No,0,No,,Yes,Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,1,both,0,0,Monday,Tuesday,Wednesday,,Friday,Saturday,Monday,Tuesday,Wednesday,,,Saturday,No,No,Yes,No,No,Yes,4,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
50,5,Yes,0,private,No,0,No,,No,Strongly Agree,Strongly Agree,Yes,4B,11-15 days,No,6,private,crossbow,Yes,Yes,No,No,No,63,Yes,4B,Yes,0,3,,0,0,Monday,Tuesday,Wednesday,,,,,,,,,,Yes,Yes,No,No,No,No,63,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,,,,1,,,,,,,,,,,,
14,4,No,0,both,No,0,No,,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,0,0,both,0,0,Monday,,,,,Saturday,,,,,,,No,No,No,No,No,No,50,12,High school or less,City,County/rural,,Good (minor health problems or injuries),,Resident Adult,,,,,2,,,,,,,,,,,,
41,5,No,0,private,No,4,Yes,NY TX,No,Strongly Disagree,Disagree,Yes,4B,6-10 days,No,0,private,vertical bow.,Yes,Yes,No,No,No,240,Yes,4B,No,0,0,private,0,0,Monday,,,,,,,,,,,,Yes,Yes,No,No,No,No,240,14,College graduate,Country/rural,City,Parent or Grandparent,Excellent (no health problems or injuries),8,Non-Resident Adult,,,Yes,,,,,,,,,1,,,,,
1,1,No,1,private,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,4B,Yes,1,2,private,0,0,Monday,,,,,,,,,,Friday,Saturday,No,Yes,No,No,,Yes,1,10,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
46,5,No,1,both,No,,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,5B,3-5 days,No,0,private,crossbow,No,Yes,No,Yes,No,30,Yes,4B,Yes,0,0,public,0,0,Monday,,,,,,,,,,,,No,Yes,No,Yes,No,No,100,,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),4,Resident Senior,,,,,1,,1,,,,,,,,,,
2,2,Yes,1,private,No,5,No,,No,Strongly Disagree,Agree,No,,,,,,,,,,,,,Yes,4B,Yes,1,0,private,0,0,Monday,Tuesday,,,,Saturday,,,,,,,Yes,No,Yes,Yes,No,Yes,5,15,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,,,,,,,,,,,,,
10,3,No,0,both,No,0,No,,No,,Strongly Agree,No,,,,,,,,,,,,,No,4B,No,0,0,both,,,,,,,,,,,,Thursday,Friday,Saturday,No,No,Yes,No,No,No,100,14,Some college/vocational training,Suburban,Suburban,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,1,,,,,,,,,,,,
44,5,No,1,public,No,1,No,,No,Strongly Agree,Disagree,Yes,5B,6-10 days,No,0,public,crossbow,No,Yes,No,Yes,Yes,20,Yes,4B,No,0,10,public,0,4,Monday,Tuesday,,,,Saturday,,,,,Friday,Saturday,No,Yes,No,Yes,No,No,30,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
38,5,Yes,0,private,No,1,No,,No,Strongly Disagree,Neither Agree nor Disagree,Yes,4B,More than 15 days,Yes,0,private,crossbow,No,Yes,Yes,Yes,No,2,No,4B,No,0,2,private,0,0,,,,,,Saturday,Monday,Tuesday,,Thursday,,Saturday,No,No,Yes,No,No,No,2,13,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),20,Resident Adult,Yes,,,,2,,,,,,,,,,,,
30,5,No,0,private,No,1,No,,No,Strongly Disagree,Strongly Agree,Yes,4B,3-5 days,No,0,private,crossbow,No,Yes,Yes,No,Yes,0,Yes,4B,No,0,0,private,2,0,Monday,,,,,Saturday,,,,,,Saturday,No,Yes,Yes,No,Yes,Yes,0,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
10,5,No,0,private,No,0,No,,No,Strongly Agree,Disagree,Yes,4B,3-5 days,No,0,private,crossbow,No,Yes,No,No,Yes,20,Yes,4B,No,0,0,private,0,0,Monday,,,,,Saturday,,,,,,,No,Yes,No,No,No,Yes,20,12,College graduate,Country/rural,County/rural,,Good (minor health problems or injuries),4,Resident Adult,Yes,,,,1,,,,,,,,,,,,
5,2,No,0,public,No,0,No,,No,Disagree,Strongly Agree,Yes,3A,1-2 days,No,0,public,vertical bow.,No,Yes,No,No,Yes,8,No,4B,No,0,2,public,3,4,,,,,,Saturday,,,,,Friday,Saturday,No,No,No,Yes,No,Yes,8,17,High school or less,Country/rural,County/rural,Friend,Good (minor health problems or injuries),2,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
54,5,No,0,private,No,4,No,,Yes,Strongly Agree,Neither Agree nor Disagree,Yes,4B,6-10 days,No,0,private,crossbow,No,Yes,Yes,No,No,10,Yes,4B,No,0,12,private,0,12,Monday,Tuesday,,,,Saturday,,,,Thursday,,Saturday,No,No,Yes,No,No,No,16,12,High school or less,Country/rural,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
44,5,No,0,both,No,0,No,,No,Strongly Disagree,,No,,,,,,,,,,,,,Yes,4B,Yes,0,0,private,0,0,Monday,Tuesday,Wednesday,,Friday,Saturday,,,,Thursday,Friday,Saturday,No,No,No,No,No,No,50,16,High school or less,Rural town/village,County/rural,No one,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
